AsOfDate,Comapny,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GL_Balance,IHUB_Balance,BalanceDiff,MatchBreak
01/23/2025,YWLZBO7KGNP,94370255,1549,BAM,Auto Loan Account,withdrawal transaction at Welch - Metz using card ending with ***(...4676) for TND 516.47 in account ***67566982,21171.28,14391.78,6779.499999999998,Break
01/23/2025,ILWZFRUJXXX,47515399,3197,FJD,Checking Account,invoice transaction at Rempel Group using card ending with ***(...4961) for KZT 910.52 in account ***64370201,72233.88,22249.03,49984.850000000006,Break
09/28/2024,QOWESXSS4AT,46251026,2696,YER,Personal Loan Account,invoice transaction at Schultz - Altenwerth using card ending with ***(...5167) for AMD 469.43 in account ***06269698,67467.21,70084.1,-2616.8899999999994,Break
04/12/2024,ZTOKHNFUS86,8204189,2544,ALL,Checking Account,payment transaction at Grady: Renner and Legros using card ending with ***(...3265) for GMD 25.89 in account ***70431420,12676.71,96084.27,-83407.56,Break
11/06/2023,STBBNCFQ,41917290,9337,GHS,Investment Account,withdrawal transaction at Bahringer: Ryan and Powlowski using card ending with ***(...1643) for BYN 3.89 in account ***01840935,27232.9,22003.13,5229.77,Break
03/04/2025,JARTATBDXXX,1333911,7876,STN,Credit Card Account,invoice transaction at Rohan and Sons using card ending with ***(...4659) for BAM 755.63 in account ***73296068,70516.81,35147.7,35369.11,Break
12/18/2024,FWZKTNGEXXX,22943726,3090,BWP,Checking Account,withdrawal transaction at Howe - Gislason using card ending with ***(...9572) for MUR 14.46 in account ***65968585,50753.59,13930.22,36823.37,Break
08/05/2024,NRKBETDT,31012455,8095,NZD,Personal Loan Account,invoice transaction at Ratke Group using card ending with ***(...8418) for WST 236.92 in account ***00494261,39003.84,73681.62,-34677.78,Break
07/15/2024,VRAWBSL3SOQ,31809829,754,AFN,Auto Loan Account,invoice transaction at Roob and Sons using card ending with ***(...7394) for WST 122.28 in account ***72399554,62747.09,45915.08,16832.009999999995,Break
11/12/2023,TCMTFIYW,3338605,7040,LRD,Money Market Account,invoice transaction at Walker: McKenzie and Medhurst using card ending with ***(...7293) for YER 66.30 in account ***88351264,77286.38,86221.52,-8935.14,Break
08/26/2024,SZLKHUTJ,70104408,310,PKR,Investment Account,withdrawal transaction at Schamberger and Sons using card ending with ***(...8183) for INR 858.69 in account ***35869514,44498.63,26561.68,17936.949999999997,Break
05/14/2024,VRRASV9FVUN,1386298,1165,BWP,Investment Account,withdrawal transaction at Keeling - Veum using card ending with ***(...8648) for NZD 167.69 in account ***32895590,10902.65,97456.35,-86553.70000000001,Break
07/19/2024,WNQJCVX0,50279283,4655,USD,Credit Card Account,deposit transaction at Bechtelar: McDermott and Batz using card ending with ***(...0816) for HTG 941.66 in account ***63764968,81324.17,38362.03,42962.14,Break
11/14/2023,IGYUDJBQXXX,87418399,4169,BMD,Investment Account,payment transaction at Botsford - Hickle using card ending with ***(...2312) for FJD 76.37 in account ***52149651,72589.93,95451.6,-22861.670000000013,Break
09/17/2024,TPIOMVU5XXX,69881452,8285,AUD,Savings Account,withdrawal transaction at Schumm LLC using card ending with ***(...0180) for NZD 782.50 in account ***82442018,44060.52,50154.61,-6094.090000000004,Break
10/30/2023,BEMBMY3AK1K,56465519,4320,SDG,Savings Account,invoice transaction at Satterfield and Sons using card ending with ***(...6746) for NPR 364.81 in account ***43671639,37272.16,58245.06,-20972.899999999998,Break
10/23/2024,TZMOJP10W4D,47603567,1310,LRD,Checking Account,payment transaction at Rath - Christiansen using card ending with ***(...9011) for MWK 811.04 in account ***19452045,54525.06,41525.06,13000.0,Break
03/15/2024,NNIVCNJZ,40959837,8544,BTN,Investment Account,invoice transaction at Ratke Group using card ending with ***(...0795) for MKD 121.90 in account ***75386594,72393.66,23888.68,48504.98,Break
11/23/2023,KLUJZMIL,69305996,5527,JPY,Investment Account,invoice transaction at Rutherford - Nicolas using card ending with ***(...8004) for NIO 162.60 in account ***09005086,17480.5,73993.81,-56513.31,Break
03/25/2024,RBUFPKX9,43396134,5657,BMD,Home Loan Account,withdrawal transaction at Kunze - Fisher using card ending with ***(...2942) for TOP 176.36 in account ***86240518,66572.28,58698.22,7874.059999999998,Break
05/01/2024,IRVMJMPD3SX,65906178,4042,TJS,Auto Loan Account,withdrawal transaction at Weber Group using card ending with ***(...7552) for BTN 690.03 in account ***76134637,84018.71,91915.15,-7896.439999999988,Break
07/12/2024,LBPHEE9M,71842525,5122,HNL,Savings Account,deposit transaction at Stark and Sons using card ending with ***(...0373) for PLN 818.47 in account ***66221257,10980.91,25740.05,-14759.14,Break
10/16/2024,INWBTVR5CU3,40630402,5154,HUF,Auto Loan Account,payment transaction at Herzog Group using card ending with ***(...9660) for TND 789.34 in account ***69706973,85813.24,49463.56,36349.68000000001,Break
03/22/2024,MFTAVUAV,38218010,8953,GHS,Savings Account,payment transaction at Simonis: McLaughlin and Erdman using card ending with ***(...6240) for ALL 131.94 in account ***31575278,83231.97,78688.69,4543.279999999999,Break
12/07/2023,XTYEGTR5,78007588,8477,RUB,Auto Loan Account,deposit transaction at Collier: Kassulke and Huel using card ending with ***(...9772) for TJS 314.72 in account ***28932424,67437.71,9681.78,57755.93000000001,Break
09/19/2024,WNNCBSK8,75856359,2483,AZN,Personal Loan Account,invoice transaction at Boyer - Nicolas using card ending with ***(...8104) for RUB 431.39 in account ***64620976,19330.43,95959.88,-76629.45000000001,Break
10/24/2024,YWFGDMNB5C4,73086063,567,JOD,Checking Account,invoice transaction at Ondricka Inc using card ending with ***(...6939) for PAB 817.56 in account ***14136262,84756.0,77329.4,7426.600000000006,Break
01/15/2024,HHCKCUDDXXX,7841130,7915,MVR,Investment Account,invoice transaction at Leffler Group using card ending with ***(...2467) for SGD 3.36 in account ***08541626,60778.56,47571.79,13206.769999999997,Break
06/21/2024,IZFRBQNA,32522963,2708,MKD,Credit Card Account,deposit transaction at Fritsch - Schaden using card ending with ***(...4076) for LYD 919.23 in account ***25898780,73624.24,53087.4,20536.840000000004,Break
03/07/2024,EGOIHRREXXX,26722448,8280,NGN,Checking Account,deposit transaction at Gottlieb Group using card ending with ***(...7840) for MUR 95.36 in account ***74586473,84889.44,42949.35,41940.09,Break
08/11/2024,ARSZJEED,47626600,794,PEN,Home Loan Account,payment transaction at Carter - Gusikowski using card ending with ***(...0195) for AFN 471.03 in account ***04859454,41361.02,66872.46,-25511.44000000001,Break
02/20/2025,TTOBGF9BDXW,44253087,6307,MVR,Money Market Account,deposit transaction at Goyette: Hermiston and Kihn using card ending with ***(...2149) for AMD 541.28 in account ***96034074,10681.44,55429.08,-44747.64,Break
05/15/2024,HITCNPLBP7L,57433622,7960,USD,Savings Account,payment transaction at Jacobson - Dooley using card ending with ***(...1976) for MAD 716.61 in account ***32282743,32445.48,13961.86,18483.62,Break
12/14/2023,JVMBFIB8XXX,37094181,2746,MKD,Savings Account,invoice transaction at Hane - Gislason using card ending with ***(...2711) for EGP 265.92 in account ***35562987,19446.78,69687.87,-50241.09,Break
04/01/2024,RAVDLAU6,8402543,592,KPW,Savings Account,payment transaction at Murray: Harris and Rosenbaum using card ending with ***(...7128) for IQD 98.68 in account ***12063049,55154.81,59697.44,-4542.630000000005,Break
09/09/2024,UZWZPH5OXXX,43846357,3594,PKR,Credit Card Account,payment transaction at Upton LLC using card ending with ***(...3433) for NPR 396.98 in account ***12643575,32968.46,98299.04,-65330.58,Break
03/07/2024,YHBBGEII,75093955,4985,MYR,Auto Loan Account,withdrawal transaction at Price: Hermiston and Parisian using card ending with ***(...0854) for GYD 113.67 in account ***41322665,45192.1,71225.17,-26033.07,Break
11/13/2024,MAHRSMES,94964942,7701,LAK,Checking Account,withdrawal transaction at Predovic - Kub using card ending with ***(...9537) for HNL 843.32 in account ***19992439,89531.44,10197.54,79333.9,Break
12/01/2023,INIZVAZI,28574383,5983,RSD,Auto Loan Account,withdrawal transaction at Huel: Kassulke and Parker using card ending with ***(...8212) for NOK 873.52 in account ***31900371,22956.89,93120.05,-70163.16,Break
01/05/2025,LISYRE3R,87022725,2124,GMD,Home Loan Account,invoice transaction at Haley - Gulgowski using card ending with ***(...5660) for KZT 912.17 in account ***67336567,23996.85,31664.19,-7667.34,Break
03/22/2024,NDQOMPY10MP,29583676,8525,KGS,Investment Account,invoice transaction at Daugherty: Bruen and Corkery using card ending with ***(...7327) for HUF 718.93 in account ***83015129,72919.05,7724.53,65194.52,Break
12/08/2023,FWPQGGAXXXX,97116345,2157,MOP,Home Loan Account,deposit transaction at Purdy Group using card ending with ***(...7803) for VND 785.65 in account ***71264713,60889.37,18059.05,42830.32000000001,Break
12/19/2024,QCNPMKQK9YK,17091672,8581,CHF,Home Loan Account,withdrawal transaction at Bayer: Lesch and Goyette using card ending with ***(...3466) for BRL 325.71 in account ***20524587,71465.44,67802.22,3663.220000000001,Break
02/14/2024,MSPXRONT,53611680,7145,USD,Money Market Account,invoice transaction at Littel: Pacocha and Klein using card ending with ***(...1094) for XPF 118.14 in account ***46757983,88454.04,78240.38,10213.659999999987,Break
04/05/2024,ACSUHT68ETG,57431704,2251,GYD,Investment Account,invoice transaction at Lueilwitz Group using card ending with ***(...3581) for CVE 429.60 in account ***61906499,74521.68,6651.64,67870.04,Break
11/23/2024,HSWCBOTM,91670466,306,PKR,Home Loan Account,invoice transaction at Douglas - Zulauf using card ending with ***(...3373) for JPY 609.12 in account ***63084842,77703.37,13817.88,63885.49,Break
04/23/2024,MCCBGBUB,85132504,4590,PAB,Investment Account,withdrawal transaction at Koss - Conroy using card ending with ***(...6691) for STN 189.83 in account ***43940239,33249.65,45959.9,-12710.25,Break
06/21/2024,BYCPGD003RY,6284378,638,LRD,Savings Account,deposit transaction at Block Group using card ending with ***(...4598) for FJD 799.61 in account ***35607589,20584.78,25281.33,-4696.550000000003,Break
04/29/2024,SGGNCDN6,24751223,9140,MZN,Investment Account,deposit transaction at Shanahan LLC using card ending with ***(...7459) for GNF 476.79 in account ***48791580,50757.58,97338.33,-46580.75,Break
11/07/2023,MXBETN88,18209720,2418,THB,Auto Loan Account,invoice transaction at Smitham: Upton and Gulgowski using card ending with ***(...7117) for UZS 670.26 in account ***38120765,36407.48,30998.4,5409.080000000002,Break
08/26/2024,PMCDCDWC,36607653,309,BWP,Personal Loan Account,deposit transaction at Crist: Walsh and Lubowitz using card ending with ***(...4189) for CRC 27.20 in account ***31321773,26984.12,32831.54,-5847.420000000002,Break
02/15/2025,KNBUMCRW,45286470,9026,KGS,Home Loan Account,invoice transaction at Hettinger LLC using card ending with ***(...5669) for KWD 922.88 in account ***11878872,69030.7,52406.6,16624.1,Break
01/22/2025,BAUXBL5KRLA,82872234,4150,JMD,Auto Loan Account,invoice transaction at Heller - Harvey using card ending with ***(...0212) for DJF 96.86 in account ***54421895,27138.03,49954.48,-22816.450000000004,Break
10/04/2023,GNWFSJ7C,68309110,74,HKD,Checking Account,deposit transaction at Osinski: West and Block using card ending with ***(...9534) for BHD 104.11 in account ***46492326,63517.28,30161.1,33356.18,Break
11/11/2023,OEITNEVMA9F,13401006,576,MDL,Personal Loan Account,deposit transaction at Kuphal and Sons using card ending with ***(...2906) for KMF 110.46 in account ***40569912,32850.69,7073.19,25777.500000000004,Break
11/05/2024,QSDZZMCDXXX,24832626,8660,STN,Credit Card Account,invoice transaction at Roob: Dicki and Dickens using card ending with ***(...5857) for SGD 880.64 in account ***47557368,30744.96,16213.32,14531.64,Break
07/10/2024,XTGHBN4D,86636218,67,IQD,Checking Account,deposit transaction at Daniel and Sons using card ending with ***(...8755) for DJF 613.73 in account ***24763519,56738.72,30283.41,26455.31,Break
11/02/2024,ZUTMSZZ2,21094864,1864,GTQ,Savings Account,payment transaction at O'Connell - Macejkovic using card ending with ***(...9952) for PEN 834.12 in account ***31976230,47591.94,65758.57,-18166.630000000005,Break
04/18/2024,FMMOSKX3XXX,2985339,2828,OMR,Savings Account,payment transaction at Lebsack - McKenzie using card ending with ***(...4395) for KGS 169.29 in account ***06000951,25672.52,30006.35,-4333.829999999998,Break
06/05/2024,QHLOPHJ9XXX,23236737,3111,BAM,Investment Account,invoice transaction at Kerluke: Ernser and Weimann using card ending with ***(...6941) for MAD 137.79 in account ***14596622,87312.1,53498.88,33813.22000000001,Break
03/28/2024,SWBHGI9YXXX,99334475,6509,USD,Savings Account,deposit transaction at Bradtke - Halvorson using card ending with ***(...7437) for MXN 522.03 in account ***95356847,12932.4,89603.67,-76671.27,Break
06/07/2024,QBXGCNPT,64323455,1227,COP,Auto Loan Account,deposit transaction at Jacobs Inc using card ending with ***(...3523) for FKP 615.26 in account ***82312345,21349.12,38090.99,-16741.87,Break
11/04/2023,TECEML8BXXX,86908145,2639,BHD,Savings Account,payment transaction at King: Rowe and Hartmann using card ending with ***(...5957) for GEL 444.52 in account ***14819921,10795.66,68276.18,-57480.51999999999,Break
11/10/2023,UMWDCOLN,92057731,6335,STN,Personal Loan Account,payment transaction at Deckow LLC using card ending with ***(...0064) for MKD 504.68 in account ***10644046,23193.46,8623.45,14570.009999999998,Break
11/14/2024,DXTGWFUBYY5,84487166,487,ANG,Home Loan Account,payment transaction at Ondricka: Gusikowski and Tremblay using card ending with ***(...9007) for DOP 699.79 in account ***01912794,18320.85,77710.92,-59390.07,Break
11/05/2023,SUOZKEEANGJ,47044629,1182,LAK,Investment Account,invoice transaction at Stehr - Marquardt using card ending with ***(...6408) for WST 287.59 in account ***46583236,84605.75,25726.66,58879.09,Break
05/04/2024,CCEVCZZU,76233036,2199,BBD,Home Loan Account,withdrawal transaction at Vandervort: Ondricka and Bartoletti using card ending with ***(...5707) for XOF 639.78 in account ***66970121,35118.03,7117.35,28000.68,Break
07/15/2024,WCKGPAOU,89383109,7274,GEL,Investment Account,invoice transaction at Cole LLC using card ending with ***(...0798) for PEN 955.40 in account ***80514562,88016.45,18614.27,69402.18,Break
02/17/2025,XMZMLB8E,64246370,4702,SZL,Auto Loan Account,deposit transaction at Kuvalis: Mills and Jakubowski using card ending with ***(...7627) for SEK 671.32 in account ***25258988,61224.81,18812.35,42412.46,Break
09/08/2024,WWJLNR4EWDK,80578778,229,BGN,Investment Account,invoice transaction at Lakin Group using card ending with ***(...4869) for SAR 494.14 in account ***08190965,38308.71,57343.67,-19034.96,Break
10/03/2024,LGBRDEW9,81286444,6026,EUR,Money Market Account,payment transaction at VonRueden and Sons using card ending with ***(...2875) for GBP 350.37 in account ***06413550,29989.49,86820.92,-56831.42999999999,Break
02/22/2025,DUJIGT3MIXU,70560532,2507,AUD,Home Loan Account,withdrawal transaction at Dibbert - Schaefer using card ending with ***(...3391) for RON 653.19 in account ***69124060,78420.3,70919.41,7500.889999999999,Break
03/04/2025,QXAECALX,86810127,4813,OMR,Credit Card Account,withdrawal transaction at O'Reilly - Lindgren using card ending with ***(...6332) for RUB 435.76 in account ***05742704,44164.23,31292.5,12871.730000000003,Break
01/10/2024,WHLHMHEEXXX,27503793,5600,USD,Checking Account,payment transaction at Howell LLC using card ending with ***(...5161) for AZN 249.49 in account ***21424412,74574.28,29176.8,45397.48,Break
06/08/2024,NKFJPA7F,12759029,1971,DZD,Money Market Account,invoice transaction at Macejkovic: White and Hessel using card ending with ***(...6824) for SOS 94.15 in account ***11888505,45993.23,78574.79,-32581.55999999999,Break
